,Rank,Player Name,Team,Points,Errors,Attemps,Average per match,Success %,Total,Year
377,18,Tuaniga,USA,3,20,93,0.20,2.59,116,2022
378,18,Jaeschke,USA,3,11,31,0.38,6.67,45,2022
379,18,Chavdarov,BUL,3,12,39,0.25,5.56,54,2022
380,18,Kolev,BUL,3,3,115,0.25,2.48,121,2022
381,18,Gotsev,BUL,3,9,91,0.25,2.91,103,2022
382,18,Nedeljković,SRB,3,1,56,0.75,5.00,60,2022
383,18,Tille,GER,3,8,34,0.43,6.67,45,2022
384,18,Sekita,JPN,3,7,119,0.23,2.33,129,2022
385,18,Murayama,JPN,3,6,32,0.23,7.32,41,2022
386,18,Van Der Ent,NED,3,2,36,0.23,7.32,41,2022
387,18,Pope,AUS,3,30,85,0.25,2.54,118,2022
388,18,Butler,AUS,3,13,32,0.25,6.25,48,2022
389,18,Zerba,ARG,3,6,69,0.25,3.85,78,2022
390,18,Giraudo,ARG,3,9,15,0.38,11.11,27,2022
391,18,Vitelli,ITA,3,5,22,0.75,10.00,30,2022
392,18,Kaczmarek,POL,3,6,43,0.27,5.77,52,2022
393,18,Janusz,POL,3,11,63,0.27,3.90,77,2022
394,18,Stahl,USA,3,12,20,0.27,8.57,35,2022
395,18,Le Goff,FRA,3,18,51,0.30,4.17,72,2022
396,18,Čebulj,SLO,3,12,38,0.75,5.66,53,2022
397,19,Mitchem,USA,2,3,18,0.13,8.70,23,2022
398,19,Karyagin,BUL,2,12,27,0.17,4.88,41,2022
399,19,D. Dimitrov,BUL,2,4,37,0.17,4.65,43,2022
400,19,Grozdanov,BUL,2,5,31,0.50,5.26,38,2022
401,19,Mašulović N.,SRB,2,3,96,0.17,1.98,101,2022
402,19,Meljanac,SRB,2,13,21,0.25,5.56,36,2022
403,19,Hoag,CAN,2,12,45,0.22,3.39,59,2022
404,19,Blankenau,CAN,2,3,22,0.25,7.41,27,2022
405,19,Eshenko,CAN,2,15,50,0.17,2.99,67,2022
406,19,Howe,CAN,2,16,62,0.17,2.50,80,2022
407,19,Peter,GER,2,5,15,0.18,9.09,22,2022
408,19,Otsuka,JPN,2,10,61,0.15,2.74,73,2022
409,19,Miyaura,JPN,2,10,27,0.22,5.13,39,2022
410,19,Keemink,NED,2,6,132,0.15,1.43,140,2022
411,19,Parkinson,NED,2,3,26,0.15,6.45,31,2022
412,19,O'Dea,AUS,2,5,75,0.17,2.44,82,2022
413,19,Nicolas,ARG,2,7,48,0.17,3.51,57,2022
414,19,Armoa Morel,ARG,2,4,26,0.17,6.25,32,2022
415,19,Derouillon,FRA,2,8,9,0.14,10.53,19,2022
416,19,Pinali,ITA,2,9,14,0.25,8.00,25,2022
417,19,Vinčić,SLO,2,1,29,0.25,6.25,32,2022
418,19,Staples,AUS,2,12,30,0.50,4.55,44,2022
419,19,Röhrs,GER,2,0,6,1.00,25.00,8,2022
420,19,Darlan,BRA,2,17,46,0.22,3.08,65,2022
421,19,Podraščanin,SRB,2,6,44,0.25,3.85,52,2022
422,19,K. Russell,USA,2,8,24,0.29,5.88,34,2022
423,19,Russo,ITA,2,7,41,0.29,4.00,50,2022
424,20,Zhang B.L.,CHN,1,9,17,0.10,3.70,27,2022
425,20,Liu M.,CHN,1,3,3,0.25,14.29,7,2022
426,20,Zhang G.H.,CHN,1,19,67,0.10,1.15,87,2022
427,20,Reza,IRI,1,2,8,0.33,9.09,11,2022
428,20,A. Ramezani,IRI,1,1,13,0.12,6.67,15,2022
429,20,Mehrab,IRI,1,4,7,0.08,8.33,12,2022
430,20,Videčnik,SLO,1,0,13,0.12,7.14,14,2022
431,20,Hanes,USA,1,9,28,0.12,2.63,38,2022
432,20,Seganov,BUL,1,14,119,0.08,0.75,134,2022
433,20,S.Ivanov,BUL,1,3,7,0.08,9.09,11,2022
434,20,Katic,SRB,1,4,34,0.08,2.56,39,2022
435,20,Jovović,SRB,1,3,93,0.08,1.03,97,2022
436,20,M. Elser,CAN,1,14,42,0.08,1.75,57,2022
437,20,Brand,GER,1,15,81,0.09,1.03,97,2022
438,20,Van Garderen,NED,1,16,28,0.11,2.22,45,2022
439,20,Fernando,BRA,1,3,26,0.08,3.33,30,2022
440,20,Flavio,BRA,1,14,114,0.08,0.78,129,2022
441,20,Hazelden,AUS,1,10,15,0.12,3.85,26,2022
442,20,Garrett,AUS,1,6,23,0.08,3.33,30,2022
443,20,Lipinski,POL,1,3,10,0.25,7.14,14,2022
444,20,Urbanowicz,POL,1,1,4,0.25,16.67,6,2022
445,20,Firlej,POL,1,5,40,0.12,2.17,46,2022
446,20,Sanchez Pages,ARG,1,8,87,0.08,1.04,96,2022
447,20,Palonsky,ARG,1,20,49,0.08,1.43,70,2022
448,20,Ramos,ARG,1,6,46,0.08,1.89,53,2022
449,20,Recine,ITA,1,12,46,0.14,1.69,59,2022
450,20,Saadat,IRI,1,1,2,0.11,25.00,4,2022
451,20,Anzani,ITA,1,8,78,0.09,1.15,87,2022
452,20,Lisinac,SRB,1,13,59,0.12,1.37,73,2022
453,20,Cooper,CAN,1,9,7,0.14,5.88,17,2022
454,20,Zaytsev,ITA,1,11,18,0.14,3.33,30,2022
455,20,Bednorz,POL,1,9,15,0.14,4.00,25,2022
456,20,Aubrey,AUS,1,8,14,0.25,4.35,23,2022
457,21,Yang Y.M.,CHN,0,0,0,,,0,2022
458,21,Yang T.Y.,CHN,0,0,0,,,0,2022
459,21,Jiang Z.Y.,CHN,0,3,25,0.00,0.00,28,2022
460,21,Wang H.B.,CHN,0,3,12,0.00,0.00,15,2022
461,21,Yuan D.Y.,CHN,0,2,7,0.00,0.00,9,2022
462,21,Miao R.T.,CHN,0,1,3,0.00,0.00,4,2022
463,21,Esi,IRI,0,1,1,0.00,0.00,2,2022
464,21,Hazrat,IRI,0,0,0,,,0,2022
465,21,M.R.Moazzen,IRI,0,0,0,,,0,2022
466,21,Planinšič,SLO,0,0,1,0.00,0.00,1,2022
467,21,Košenina,SLO,0,0,0,,,0,2022
468,21,Bošnjak,SLO,0,4,8,0.00,0.00,12,2022
469,21,Koncilja,SLO,0,13,21,0.00,0.00,34,2022
470,21,Klobucar,SLO,0,1,15,0.00,0.00,16,2022
471,21,Kovačič,SLO,0,0,0,,,0,2022
472,21,Z. Štern,SLO,0,15,56,0.00,0.00,71,2022
473,21,Shaw,USA,0,2,9,0.00,0.00,11,2022
474,21,Pasteur,USA,0,0,0,,,0,2022
475,21,Dagostino,USA,0,0,0,,,0,2022
476,21,Gasman,USA,0,0,0,,,0,2022
477,21,Briggs,USA,0,0,0,,,0,2022
478,21,Kessel,USA,0,1,16,0.00,0.00,17,2022
479,21,Valchinov,BUL,0,0,0,,,0,2022
480,21,M. Ivanov,BUL,0,0,0,,,0,2022
481,21,Nikolic,SRB,0,2,11,0.00,0.00,13,2022
482,21,Pekovic,SRB,0,0,0,,,0,2022
483,21,Todorović,SRB,0,2,29,0.00,0.00,31,2022
484,21,Marinovic,SRB,0,7,13,0.00,0.00,20,2022
485,21,Koprivica,SRB,0,0,0,,,0,2022
486,21,Rudić,SRB,0,1,3,0.00,0.00,4,2022
487,21,Elser,CAN,0,0,0,,,0,2022
488,21,Van Berkel,CAN,0,3,58,0.00,0.00,61,2022
489,21,Wilson,CAN,0,2,8,0.00,0.00,10,2022
490,21,Barnes,CAN,0,7,6,0.00,0.00,13,2022
491,21,Lui,CAN,0,0,0,,,0,2022
492,21,Zenger,GER,0,0,0,,,0,2022
493,21,Goralik,GER,0,0,0,,,0,2022
494,21,Ferch,GER,0,1,0,0.00,0.00,1,2022
495,21,Schulz,GER,0,7,8,0.00,0.00,15,2022
496,21,Tomita,JPN,0,6,9,0.00,0.00,15,2022
497,21,Ogawa,JPN,0,0,0,,,0,2022
498,21,Yamamoto,JPN,0,0,0,,,0,2022
499,21,Eiro,JPN,0,4,19,0.00,0.00,23,2022
500,21,Ottevanger,NED,0,0,0,,,0,2022
501,21,van Tilburg,NED,0,3,12,0.00,0.00,15,2022
502,21,Van Solkema,NED,0,0,6,0.00,0.00,6,2022
503,21,Andringa,NED,0,0,0,,,0,2022
504,21,Franco,BRA,0,0,0,,,0,2022
505,21,Vaccari,BRA,0,2,4,0.00,0.00,6,2022
506,21,Maique,BRA,0,0,0,,,0,2022
507,21,Thales,BRA,0,0,0,,,0,2022
508,21,Leandro,BRA,0,0,6,0.00,0.00,6,2022
509,21,Victor,BRA,0,0,1,0.00,0.00,1,2022
510,21,Holland,AUS,0,0,0,,,0,2022
511,21,Perry,AUS,0,0,0,,,0,2022
512,21,McAinsh,AUS,0,0,0,,,0,2022
513,21,Flowerday,AUS,0,6,10,0.00,0.00,16,2022
514,21,Senica,AUS,0,4,41,0.00,0.00,45,2022
515,21,Muzaj,POL,0,6,16,0.00,0.00,22,2022
516,21,Popiwczak,POL,0,0,0,,,0,2022
517,21,Kozub,POL,0,0,7,0.00,0.00,7,2022
518,21,Szymura R.,POL,0,1,14,0.00,0.00,15,2022
519,21,Szymura,POL,0,0,0,,,0,2022
520,21,Gallego,ARG,0,7,47,0.00,0.00,54,2022
521,21,Danani,ARG,0,0,0,,,0,2022
522,21,Massimino,ARG,0,0,0,,,0,2022
523,21,Mouiel,FRA,0,0,0,,,0,2022
524,21,Tillie,FRA,0,2,1,0.00,0.00,3,2022
525,21,Henry,FRA,0,3,26,0.00,0.00,29,2022
526,21,Diez,FRA,0,0,0,,,0,2022
527,21,Gueye,FRA,0,0,0,,,0,2022
528,21,Falaschi,ITA,0,1,2,0.00,0.00,3,2022
529,21,Gardini,ITA,0,1,2,0.00,0.00,3,2022
530,21,Cortesia,ITA,0,5,12,0.00,0.00,17,2022
531,21,Gironi,ITA,0,0,0,,,0,2022
532,21,Piccinelli,ITA,0,0,0,,,0,2022
533,21,Scanferla,ITA,0,0,0,,,0,2022
534,21,Mosca,ITA,0,1,19,0.00,0.00,20,2022
535,21,Štalekar,SLO,0,0,9,0.00,0.00,9,2022
536,21,Takanashi,JPN,0,16,15,0.00,0.00,31,2022
537,21,Oya,JPN,0,1,26,0.00,0.00,27,2022
538,21,Kentaro,JPN,0,7,37,0.00,0.00,44,2022
539,21,Epp,CAN,0,9,25,0.00,0.00,34,2022
540,21,Amir Reza,IRI,0,2,31,0.00,0.00,33,2022
541,21,V. Ivanov,BUL,0,0,0,,,0,2022
542,21,Petkov,BUL,0,0,0,,,0,2022
543,21,Graven,GER,0,0,0,,,0,2022
544,21,Ricci,ITA,0,0,1,0.00,0.00,1,2022
545,21,Cavuto,ITA,0,0,0,,,0,2022
546,21,Balaso,ITA,0,0,0,,,0,2022
547,21,Sbertoli,ITA,0,3,19,0.00,0.00,22,2022
548,21,Łomacz,POL,0,0,15,0.00,0.00,15,2022
549,21,Zatorski,POL,0,0,0,,,0,2022
550,21,Petric,SRB,0,2,5,0.00,0.00,7,2022
551,21,Krsmanović,SRB,0,5,29,0.00,0.00,34,2022
552,21,Vulikic,SRB,0,1,12,0.00,0.00,13,2022
553,21,Muagututia,USA,0,7,42,0.00,0.00,49,2022
554,21,E. Shoji,USA,0,0,0,,,0,2022
555,21,Toniutti,FRA,0,2,35,0.00,0.00,37,2022
556,21,Wang J.Y.,CHN,0,11,16,0.00,0.00,27,2022
557,21,Dervisaj,GER,0,1,1,0.00,0.00,2,2022
558,21,Gholipour,IRI,0,0,0,,,0,2022
559,21,Daneshdoust,IRI,0,0,0,,,0,2022
560,21,Fazel,IRI,0,1,3,0.00,0.00,4,2022
561,21,Leonardo,BRA,0,0,0,,,0,2022
562,21,Honorato,BRA,0,0,5,0.00,0.00,5,2022
563,21,Murch,AUS,0,8,26,0.00,0.00,34,2022
564,21,Phillips,AUS,0,0,0,,,0,2022
565,21,Bleeker,NED,0,0,0,,,0,2022
566,21,De Weijer,NED,0,2,1,0.00,0.00,3,2022
567,21,Grebennikov,FRA,0,0,0,,,0,2022
568,1,Nimir,NED,25,53,101,2.08,13.97,179,2023
569,2,Romanò,ITA,22,49,121,1.47,11.46,192,2023
570,3,Ishikawa,JPN,21,58,152,1.40,9.09,231,2023
571,3,Herrera,CUB,21,52,123,1.75,10.71,196,2023
572,4,Palonsky,ARG,19,48,137,1.46,9.31,204,2023
573,4,Lucarelli,BRA,19,32,156,1.46,9.18,207,2023
574,5,Urnaut,SLO,18,37,137,1.38,9.38,192,2023
575,6,Zhang J.Y.,CHN,17,28,104,1.42,11.41,149,2023
576,6,Anderson,USA,17,28,119,1.13,10.37,164,2023
577,7,Lopez,CUB,16,46,112,1.33,9.20,174,2023
578,7,Kujundžić,SRB,16,34,117,1.33,9.58,167,2023
579,7,Defalco,USA,16,46,109,1.07,9.36,171,2023
580,8,Miyaura,JPN,15,30,75,1.00,12.50,120,2023
581,8,Ran,JPN,15,34,153,1.00,7.43,202,2023
582,9,Amin,IRI,14,15,67,1.75,14.58,96,2023
583,9,Leon,POL,14,33,63,1.27,12.73,110,2023
584,10,Luburić,SRB,13,41,120,1.08,7.47,174,2023
585,10,Russell,USA,13,26,65,0.93,12.50,104,2023
586,10,Michieletto,ITA,13,19,120,1.18,8.55,152,2023
587,10,Russo,ITA,13,17,131,1.18,8.07,161,2023
588,10,Kochanowski,POL,13,19,89,1.18,10.74,121,2023
589,11,Nishida,JPN,12,51,62,0.86,9.60,125,2023
590,11,Loser Bruno,ARG,12,31,173,0.92,5.56,216,2023
591,11,Bieniek,POL,12,21,95,1.09,9.38,128,2023
592,12,Tuinstra,NED,11,22,66,0.92,11.11,99,2023
593,12,Brehme,GER,11,38,92,0.92,7.80,141,2023
594,13,Hoag,CAN,10,24,135,0.83,5.92,169,2023
595,13,Kozamernik,SLO,10,25,182,0.77,4.61,217,2023
596,13,Možič,SLO,10,31,80,0.77,8.26,121,2023
597,13,Van Garderen,NED,10,26,95,0.83,7.63,131,2023
598,14,Szwarc,CAN,9,12,59,0.75,11.25,80,2023
599,14,Čebulj,SLO,9,46,127,0.69,4.95,182,2023
600,14,Holt,USA,9,28,98,0.60,6.67,135,2023
601,14,Tille,GER,9,18,115,0.75,6.34,142,2023
602,14,Reichert,GER,9,28,125,0.75,5.56,162,2023
603,14,Weber,GER,9,35,47,0.75,9.89,91,2023
604,14,Huber,POL,9,21,90,0.82,7.50,120,2023
605,15,Atanasov,BUL,8,46,78,0.67,6.06,132,2023
606,15,Esfandiar,IRI,8,20,69,0.67,8.25,97,2023
607,15,Maar,CAN,8,25,84,0.67,6.84,117,2023
608,15,Otávio,BRA,8,30,87,0.62,6.40,125,2023
609,15,Giannelli,ITA,8,17,144,0.73,4.73,169,2023
610,15,Galassi,ITA,8,28,60,0.73,8.33,96,2023
611,16,A. Nikolov,BUL,7,28,74,0.88,6.42,109,2023
612,16,Lima B.,ARG,7,28,99,0.54,5.22,134,2023
613,16,Demyanenko,CAN,7,30,100,0.58,5.11,137,2023
614,16,Sclater,CAN,7,14,76,0.58,7.22,97,2023
615,16,Krsmanović,SRB,7,14,151,0.58,4.07,172,2023
616,16,Carle,FRA,7,19,53,0.54,8.86,79,2023
617,16,Jouffroy,FRA,7,37,68,0.54,6.25,112,2023
618,16,Plak,NED,7,45,85,0.58,5.11,137,2023
619,16,Alan,BRA,7,29,93,0.54,5.43,129,2023
620,16,Jaeschke,USA,7,22,70,0.64,7.07,99,2023
621,16,Brizard,FRA,7,28,73,0.78,6.48,108,2023
622,17,Vicentin,ARG,6,52,92,0.46,4.00,150,2023
623,17,Butryn,POL,6,14,19,1.50,15.38,39,2023
624,17,Faure,FRA,6,14,44,1.50,9.38,64,2023
625,17,Hanes,USA,6,11,27,0.55,13.64,44,2023
626,17,Averill,USA,6,17,53,0.40,7.89,76,2023
627,17,Smith,USA,6,24,85,0.40,5.22,115,2023
628,17,Lavia,ITA,6,18,125,0.55,4.03,149,2023
629,17,Patry,FRA,6,16,50,0.67,8.33,72,2023
630,18,Dimitrov,BUL,5,28,65,0.42,5.10,98,2023
631,18,Yu Y.T.,CHN,5,29,73,0.42,4.67,107,2023
632,18,Zhai D.J.,CHN,5,18,50,0.42,6.85,73,2023
633,18,Sekita,JPN,5,8,218,0.33,2.16,231,2023
634,18,Mohammad,IRI,5,7,145,0.42,3.18,157,2023
635,18,Sanguinetti,ITA,5,10,19,0.45,14.71,34,2023
636,18,Semeniuk,POL,5,10,65,0.45,6.25,80,2023
637,18,Honorato,BRA,5,32,105,0.38,3.52,142,2023
638,18,Ivović,SRB,5,19,80,0.62,4.81,104,2023
639,18,Lucas,BRA,5,19,51,0.56,6.67,75,2023
640,19,Kolev,BUL,4,15,66,0.33,4.71,85,2023
641,19,Jiang C.,CHN,4,26,65,0.33,4.21,95,2023
642,19,Li Y.Z.,CHN,4,29,65,0.33,4.08,98,2023
643,19,Peng S.K.,CHN,4,13,136,0.33,2.61,153,2023
644,19,Wang B.,CHN,4,11,23,0.33,10.53,38,2023
645,19,Onodera,JPN,4,24,159,0.27,2.14,187,2023
646,19,Yamauchi,JPN,4,12,134,0.27,2.67,150,2023
647,19,Hajipour,IRI,4,13,34,0.36,7.84,51,2023
648,19,Poriya,IRI,4,13,66,0.40,4.82,83,2023
649,19,Morteza,IRI,4,24,81,0.36,3.67,109,2023
650,19,Recine,ITA,4,5,9,1.00,22.22,18,2023
651,19,De Cecco,ARG,4,8,120,0.44,3.03,132,2023
652,19,Yant,CUB,4,36,69,0.33,3.67,109,2023
653,19,Perić,SRB,4,19,47,0.33,5.71,70,2023
654,19,Nedeljković,SRB,4,10,131,0.33,2.76,145,2023
655,19,Szalpuk,POL,4,10,52,0.50,6.06,66,2023
656,19,Dulski,POL,4,4,25,1.00,12.12,33,2023
657,19,Bultor,FRA,4,24,59,0.31,4.60,87,2023
658,19,Christenson,USA,4,13,148,0.27,2.42,165,2023
659,19,Bruno,BRA,4,13,144,0.31,2.48,161,2023
660,19,Schott,GER,4,13,34,0.33,7.84,51,2023
661,19,Cooper,CAN,4,5,7,0.50,25.00,16,2023
662,19,Chinenyeze,FRA,4,20,82,0.44,3.77,106,2023
663,19,Louati,FRA,4,10,58,0.44,5.56,72,2023
664,19,Śliwka,POL,4,12,79,0.57,4.21,95,2023
665,20,Grozdanov,BUL,3,16,130,0.25,2.01,149,2023
666,20,Petkov,BUL,3,21,28,0.25,5.77,52,2023
667,20,Wang D.C.,CHN,3,7,59,0.25,4.35,69,2023
668,20,Wang H.B.,CHN,3,6,117,0.25,2.38,126,2023
669,20,Seyed,IRI,3,36,90,0.25,2.33,129,2023
670,20,Rinaldi,ITA,3,10,50,0.20,4.76,63,2023
671,20,Armoa Morel,ARG,3,3,13,0.23,15.79,19,2023
672,20,Kukartsev,ARG,3,14,67,0.23,3.57,84,2023
673,20,Zerba,ARG,3,13,83,0.23,3.03,99,2023
674,20,Herr,CAN,3,10,101,0.25,2.63,114,2023
675,20,Masso,CUB,3,23,63,0.25,3.37,89,2023
676,20,Concepcion,CUB,3,32,106,0.25,2.13,141,2023
677,20,Pajenk,SLO,3,30,132,0.23,1.82,165,2023
678,20,Todorović,SRB,3,16,109,0.25,2.34,128,2023
679,20,Keemink,NED,3,7,122,0.25,2.27,132,2023
680,20,Wiltenburg,NED,3,21,122,0.25,2.05,146,2023
681,20,Bednorz,POL,3,10,50,0.27,4.76,63,2023
682,20,Clevenot,FRA,3,23,87,0.33,2.65,113,2023
683,21,Asparuhov,BUL,2,25,43,0.17,2.86,70,2023
684,21,Javad,IRI,2,18,44,0.17,3.12,64,2023
685,21,Bottolo,ITA,2,8,29,0.18,5.13,39,2023
686,21,Eshenko,CAN,2,9,75,0.17,2.33,86,2023
687,21,Mergarejo,CUB,2,20,57,0.17,2.53,79,2023
688,21,Szymanski,POL,2,9,8,0.50,10.53,19,2023
689,21,Kłos,POL,2,9,51,0.25,3.23,62,2023
690,21,Tillie,FRA,2,19,110,0.22,1.53,131,2023
691,21,Jendryk,USA,2,9,51,0.13,3.23,62,2023
692,21,Muagututia,USA,2,3,36,0.18,4.88,41,2023
693,21,Flavio,BRA,2,12,98,0.15,1.79,112,2023
694,21,Kaliberda,GER,2,7,17,0.17,7.69,26,2023
695,21,Kampa,GER,2,12,45,0.25,3.39,59,2023
696,21,Krage,GER,2,2,45,0.17,4.08,49,2023
697,21,Röhrs,GER,2,11,30,0.25,4.65,43,2023
698,21,Walsh,CAN,2,5,16,0.25,8.70,23,2023
699,21,Ter Maat,NED,2,13,22,0.25,5.41,37,2023
700,21,Kurek,POL,2,25,47,0.18,2.70,74,2023
701,21,Boyer,FRA,2,19,32,0.22,3.77,53,2023
702,21,Kaczmarek,POL,2,13,60,0.29,2.67,75,2023
703,21,Janusz,POL,2,5,64,0.29,2.82,71,2023
704,22,Seganov,BUL,1,6,116,0.08,0.81,123,2023
705,22,Karyagin,BUL,1,17,24,0.08,2.38,42,2023
706,22,Zhang G.H.,CHN,1,1,4,0.12,16.67,6,2023
707,22,Shahrooz,IRI,1,6,37,0.08,2.27,44,2023
708,22,Sanchez Pages,ARG,1,6,55,0.08,1.61,62,2023
709,22,Martinez Franchi,ARG,1,11,23,0.08,2.86,35,2023
710,22,Hofer,CAN,1,4,31,0.08,2.78,36,2023
711,22,Thondike,CUB,1,9,30,0.08,2.50,40,2023
712,22,J. Gutierrez,CUB,1,18,28,0.08,2.13,47,2023
713,22,Z. Štern,SLO,1,6,34,0.08,2.44,41,2023
714,22,Ropret,SLO,1,13,110,0.08,0.81,124,2023
715,22,Łomacz,POL,1,2,66,0.07,1.45,69,2023
716,22,Urbanowicz,POL,1,4,24,0.12,3.45,29,2023
717,22,Corre,FRA,1,10,54,0.25,1.54,65,2023
718,22,Ma'a,USA,1,7,23,0.09,3.23,31,2023
719,22,Meijs,NED,1,6,10,0.08,5.88,17,2023
720,22,Jorna,NED,1,10,94,0.08,0.95,105,2023
721,22,Adriano,BRA,1,3,44,0.08,2.08,48,2023
722,22,Abouba,BRA,1,5,22,0.25,3.57,28,2023
723,22,Mašulović N.,SRB,1,0,9,0.12,10.00,10,2023
724,22,Ter Horst,NED,1,5,4,0.12,10.00,10,2023
725,22,Parkinson,NED,1,1,32,0.25,2.94,34,2023
726,22,Chen L.Y.,CHN,1,3,24,0.12,3.57,28,2023
727,22,Roque,BRA,1,3,21,0.11,4.00,25,2023
728,22,Anzani,ITA,1,2,22,0.25,4.00,25,2023
729,22,Caneschi,ITA,1,2,2,0.25,20.00,5,2023
730,22,Le Goff,FRA,1,7,20,0.20,3.57,28,2023
731,22,Fromm,GER,1,5,30,0.25,2.78,36,2023
732,22,V. Bratoev,BUL,1,4,17,0.25,4.55,22,2023
733,22,K. Russell,USA,1,6,9,0.25,6.25,16,2023
734,22,Nishiyama,JPN,1,2,2,0.33,20.00,5,2023
735,23,G. Bratoev,BUL,0,0,8,0.00,0.00,8,2023
736,23,Gotsev,BUL,0,3,35,0.00,0.00,38,2023
737,23,Bozhilov,BUL,0,0,0,,,0,2023
738,23,N. Penchev,BUL,0,3,20,0.00,0.00,23,2023
739,23,Dobrev,BUL,0,0,0,,,0,2023
740,23,Guo C.,CHN,0,2,3,0.00,0.00,5,2023
741,23,Liu M.,CHN,0,0,4,0.00,0.00,4,2023
742,23,Chen J.J.,CHN,0,0,0,,,0,2023
743,23,Qu Z.S.,CHN,0,0,0,,,0,2023
744,23,Fukatsu,JPN,0,1,1,0.00,0.00,2,2023
745,23,Kentaro,JPN,0,7,41,0.00,0.00,48,2023
746,23,Tomita,JPN,0,2,6,0.00,0.00,8,2023
747,23,Ogawa,JPN,0,0,0,,,0,2023
748,23,Yamamoto,JPN,0,0,0,,,0,2023
749,23,Kai,JPN,0,5,9,0.00,0.00,14,2023
750,23,Jelveh,IRI,0,3,36,0.00,0.00,39,2023
751,23,Hazrat,IRI,0,0,0,,,0,2023
752,23,J.Manavi,IRI,0,4,12,0.00,0.00,16,2023
753,23,Vadi,IRI,0,3,49,0.00,0.00,52,2023
754,23,Arman,IRI,0,0,0,,,0,2023
755,23,Porro P.,ITA,0,9,43,0.00,0.00,52,2023
756,23,Falaschi,ITA,0,0,0,,,0,2023
757,23,Balaso,ITA,0,0,0,,,0,2023
758,23,Gardini,ITA,0,1,1,0.00,0.00,2,2023
759,23,Cortesia,ITA,0,5,6,0.00,0.00,11,2023
760,23,Gironi,ITA,0,3,10,0.00,0.00,13,2023
761,23,Vitelli,ITA,0,2,4,0.00,0.00,6,2023
762,23,Federici,ITA,0,0,0,,,0,2023
763,23,Mosca,ITA,0,3,36,0.00,0.00,39,2023
