,Rank,Player Name,Team,Successful,Errors,Attempts,Average per match,Success %,Total,Year
748,40,Bergmann,BRA,0,0,6,0.00,0.00,6,2023
749,40,Lorrayna,BRA,0,0,3,0.00,0.00,3,2023
750,40,Tainara,BRA,0,0,1,0.00,0.00,1,2023
751,40,Lais,BRA,0,0,2,0.00,0.00,2,2023
752,40,Buša,SRB,0,1,22,0.00,0.00,23,2023
753,40,Lazović,SRB,0,0,9,0.00,0.00,9,2023
754,40,Popović M.,SRB,0,1,6,0.00,0.00,7,2023
755,40,Uzelac,SRB,0,2,17,0.00,0.00,19,2023
756,40,Kurtagić,SRB,0,0,0,,,0,2023
757,40,Pušić,SRB,0,3,119,0.00,0.00,122,2023
758,40,Bjelica,SRB,0,0,22,0.00,0.00,22,2023
759,40,Aleksić,SRB,0,0,31,0.00,0.00,31,2023
760,40,Jegdić,SRB,0,0,21,0.00,0.00,21,2023
761,40,Milenković,SRB,0,1,4,0.00,0.00,5,2023
762,40,Lozo,SRB,0,0,26,0.00,0.00,26,2023
763,40,Cvetkovic,SRB,0,0,0,,,0,2023
764,40,Wong-Orantes,USA,0,1,110,0.00,0.00,111,2023
765,40,Hentz,USA,0,1,48,0.00,0.00,49,2023
766,40,Butler,USA,0,0,6,0.00,0.00,6,2023
767,40,Drews,USA,0,0,15,0.00,0.00,15,2023
768,40,Rettke,USA,0,0,13,0.00,0.00,13,2023
769,40,Cuttino,USA,0,0,6,0.00,0.00,6,2023
770,40,Nuneviller,USA,0,0,0,,,0,2023
771,40,O'Neal,USA,0,1,8,0.00,0.00,9,2023
772,40,A. Skinner,USA,0,1,11,0.00,0.00,12,2023
773,40,Lanier,USA,0,0,28,0.00,0.00,28,2023
774,40,Jones-Perry,USA,0,0,3,0.00,0.00,3,2023
775,40,Gates,USA,0,0,2,0.00,0.00,2,2023
776,40,Juah,KOR,0,0,6,0.00,0.00,6,2023
777,40,Eunjin,KOR,0,0,1,0.00,0.00,1,2023
778,40,Yeongyeong,KOR,0,0,13,0.00,0.00,13,2023
779,40,Jungwon,KOR,0,1,112,0.00,0.00,113,2023
780,40,Jeongah,KOR,0,0,7,0.00,0.00,7,2023
781,40,Dahyeon,KOR,0,1,6,0.00,0.00,7,2023
782,40,Jiyun J.,KOR,0,1,23,0.00,0.00,24,2023
783,40,Hoyoung,KOR,0,0,10,0.00,0.00,10,2023
784,40,Miyoun,KOR,0,1,5,0.00,0.00,6,2023
785,40,Seungju,KOR,0,0,6,0.00,0.00,6,2023
786,40,Jiyun M.,KOR,0,0,6,0.00,0.00,6,2023
787,40,Sohwi,KOR,0,0,27,0.00,0.00,27,2023
788,40,Örge,TUR,0,3,58,0.00,0.00,61,2023
789,40,Aköz,TUR,0,0,25,0.00,0.00,25,2023
790,40,Vargas,TUR,0,0,15,0.00,0.00,15,2023
791,40,Akman,TUR,0,0,5,0.00,0.00,5,2023
792,40,Baladın,TUR,0,1,7,0.00,0.00,8,2023
793,40,Cebecioğlu,TUR,0,1,13,0.00,0.00,14,2023
794,40,Erdem,TUR,0,1,43,0.00,0.00,44,2023
795,40,S. Sahin,TUR,0,0,1,0.00,0.00,1,2023
796,40,Güneş,TUR,0,0,24,0.00,0.00,24,2023
797,40,Kalaç,TUR,0,0,3,0.00,0.00,3,2023
798,40,Aydın,TUR,0,0,13,0.00,0.00,13,2023
799,40,Karakurt,TUR,0,2,10,0.00,0.00,12,2023
800,40,Pierzchała,POL,0,0,0,,,0,2023
801,40,Van Ryk,CAN,0,1,20,0.00,0.00,21,2023
802,40,Ogoms,CAN,0,1,9,0.00,0.00,10,2023
803,40,Palermo,CAN,0,1,11,0.00,0.00,12,2023
804,40,Mlinar,CRO,0,0,6,0.00,0.00,6,2023
805,40,Đapić,CRO,0,0,2,0.00,0.00,2,2023
806,40,Frantti,USA,0,0,10,0.00,0.00,10,2023
807,40,Thompson,USA,0,0,19,0.00,0.00,19,2023
808,40,Hall,USA,0,0,8,0.00,0.00,8,2023
809,40,Washington,USA,0,0,5,0.00,0.00,5,2023
810,40,Plummer,USA,0,0,23,0.00,0.00,23,2023
811,40,Ishikawa,JPN,0,0,22,0.00,0.00,22,2023
812,40,Watanabe,JPN,0,0,1,0.00,0.00,1,2023
813,40,Yamada,JPN,0,0,13,0.00,0.00,13,2023
814,40,Meguro,JPN,0,0,6,0.00,0.00,6,2023
815,40,Osmajic,SRB,0,0,0,,,0,2023
816,40,Stevanović,SRB,0,0,9,0.00,0.00,9,2023
817,40,Zelenovic,SRB,0,0,0,,,0,2023
818,40,Fersino,ITA,0,1,29,0.00,0.00,30,2023
819,40,Stanchulova,BUL,0,1,5,0.00,0.00,6,2023
820,40,Plak,NED,0,0,5,0.00,0.00,5,2023
821,40,Lohuis,NED,0,0,13,0.00,0.00,13,2023
822,40,Daalderop,NED,0,0,10,0.00,0.00,10,2023
823,40,Scholten,NED,0,0,1,0.00,0.00,1,2023
824,40,Aykaç,TUR,0,0,29,0.00,0.00,29,2023
825,40,Güveli,TUR,0,0,0,,,0,2023
826,40,Weske,GER,0,0,0,,,0,2023
827,40,Nyeme,BRA,0,0,39,0.00,0.00,39,2023
828,40,Pri Daroit,BRA,0,0,8,0.00,0.00,8,2023
829,40,Thaisa,BRA,0,1,22,0.00,0.00,23,2023
830,40,Rosamaria,BRA,0,0,9,0.00,0.00,9,2023
831,40,Lorenne,BRA,0,0,0,,,0,2023
832,40,Grozer,GER,0,0,0,,,0,2023
833,40,Butigan,CRO,0,0,0,,,0,2023
834,40,Fabris,CRO,0,0,4,0.00,0.00,4,2023
835,40,C.Sutadta,THA,0,1,12,0.00,0.00,13,2023
836,40,B. Tichakorn,THA,0,0,1,0.00,0.00,1,2023
837,40,Bajema,USA,0,1,7,0.00,0.00,8,2023
838,40,Cook,USA,0,0,22,0.00,0.00,22,2023
839,40,Nagaoka,JPN,0,0,7,0.00,0.00,7,2023
840,40,Fukudome,JPN,0,0,27,0.00,0.00,27,2023
841,40,Airi,JPN,0,0,7,0.00,0.00,7,2023
842,40,Diken,TUR,0,0,0,,,0,2023
843,40,Bošković,SRB,0,1,8,0.00,0.00,9,2023
844,40,Gabi,BRA,0,1,9,0.00,0.00,10,2023
845,40,Villani,ITA,0,0,20,0.00,0.00,20,2023
846,40,Ogbogu,USA,0,0,4,0.00,0.00,4,2023
847,1,Diao L.Y.,CHN,219,6,553,24.33,28.15,778,2024
848,2,Kästner,GER,215,9,484,26.88,30.37,708,2024
849,3,Dain,KOR,210,9,488,23.33,29.70,707,2024
850,4,Iwasaki,JPN,205,9,604,22.78,25.06,818,2024
851,5,Brie,CAN,195,9,670,21.67,22.31,874,2024
852,6,J. Natthanicha,THA,172,6,469,21.50,26.58,647,2024
853,7,Mirković,SRB,125,6,462,15.62,21.08,593,2024
854,8,Stojiljkovic,FRA,122,3,417,13.56,22.51,542,2024
855,9,Marte,DOM,118,6,682,13.11,14.64,806,2024
856,10,Poulter,USA,117,4,511,13.00,18.51,632,2024
857,11,Barakova,BUL,116,3,609,12.89,15.93,728,2024
858,12,Bongaerts,NED,112,2,378,14.00,22.76,492,2024
859,13,E. Şahin,TUR,101,6,508,12.62,16.42,615,2024
860,14,Orro,ITA,94,5,233,18.80,28.31,332,2024
861,15,Van Aalen,NED,83,3,297,9.22,21.67,383,2024
862,16,Roberta,BRA,82,5,441,10.25,15.53,528,2024
863,17,Wenerska,POL,73,0,288,9.12,20.22,361,2024
864,18,Carlini,USA,69,0,148,13.80,31.80,217,2024
865,19,Cambi,ITA,61,3,252,6.78,19.30,316,2024
866,20,Wołosz,POL,58,0,212,14.50,21.48,270,2024
867,21,Macris,BRA,43,0,229,5.38,15.81,272,2024
868,22,Miljevic,SRB,40,3,276,4.44,12.54,319,2024
869,23,Straube,GER,33,1,120,3.67,21.43,154,2024
870,24,Özbay,TUR,27,3,157,3.38,14.44,187,2024
871,25,Tamaki,JPN,24,1,48,8.00,32.88,73,2024
872,26,G. Pornpun,THA,23,0,127,5.75,15.33,150,2024
873,27,Kowalewska,POL,22,1,54,5.50,28.57,77,2024
874,28,Hancock,USA,18,1,87,3.60,16.98,106,2024
875,29,Jiwon,KOR,17,2,49,1.89,25.00,68,2024
876,30,Guncheva,BUL,15,2,79,3.00,15.62,96,2024
877,31,Respaut,FRA,13,2,191,1.44,6.31,206,2024
878,32,Bosio,ITA,12,0,72,3.00,14.29,84,2024
879,32,Seki,JPN,12,0,48,1.71,20.00,60,2024
880,33,Ariana,DOM,10,1,76,1.11,11.49,87,2024
881,34,Ding X.,CHN,9,0,27,1.12,25.00,36,2024
882,35,Perović,SRB,4,0,42,4.00,8.70,46,2024
883,36,Dijkema,NED,3,0,23,0.75,11.54,26,2024
884,36,Baker,CAN,3,0,11,0.33,21.43,14,2024
885,36,Shahpazova,BUL,3,1,45,0.75,6.12,49,2024
886,37,K. Pimpichaya,THA,2,0,9,0.25,18.18,11,2024
887,37,S. Kanokporn,THA,2,2,18,0.50,9.09,22,2024
888,38,Sarang,KOR,1,0,14,0.12,6.67,15,2024
889,38,Nyeme,BRA,1,0,64,0.12,1.54,65,2024
890,38,Stigrot,GER,1,0,17,0.11,5.56,18,2024
891,38,Yamada,JPN,1,0,21,0.11,4.55,22,2024
892,38,S. Donphon,THA,1,0,4,0.12,20.00,5,2024
893,38,Rodriguez,DOM,1,0,40,0.11,2.44,41,2024
894,38,Jineiry,DOM,1,0,21,0.11,4.55,22,2024
895,38,Uzelac,SRB,1,0,10,0.25,9.09,11,2024
896,39,Yordanova,BUL,0,0,15,0.00,0.00,15,2024
897,39,Paskova,BUL,0,1,33,0.00,0.00,34,2024
898,39,Becheva,BUL,0,0,4,0.00,0.00,4,2024
899,39,Rachkovska,BUL,0,0,0,,,0,2024
900,39,Krivoshiyska,BUL,0,1,11,0.00,0.00,12,2024
901,39,Dudova,BUL,0,0,4,0.00,0.00,4,2024
902,39,Pashkuleva,BUL,0,1,45,0.00,0.00,46,2024
903,39,B. Saykova,BUL,0,0,10,0.00,0.00,10,2024
904,39,Todorova,BUL,0,1,56,0.00,0.00,57,2024
905,39,Stoyanova,BUL,0,1,0,0.00,0.00,1,2024
906,39,A. Saykova,BUL,0,0,4,0.00,0.00,4,2024
907,39,Nikolova,BUL,0,0,0,,,0,2024
908,39,Knip,NED,0,0,0,,,0,2024
909,39,Plak,NED,0,1,6,0.00,0.00,7,2024
910,39,Knollema,NED,0,0,3,0.00,0.00,3,2024
911,39,Lohuis,NED,0,0,8,0.00,0.00,8,2024
912,39,Buijs,NED,0,0,6,0.00,0.00,6,2024
913,39,Baijens,NED,0,0,11,0.00,0.00,11,2024
914,39,M. Jasper,NED,0,0,10,0.00,0.00,10,2024
915,39,Timmerman,NED,0,0,10,0.00,0.00,10,2024
916,39,Reesink,NED,0,0,65,0.00,0.00,65,2024
917,39,Dambrink,NED,0,1,13,0.00,0.00,14,2024
918,39,Marring,NED,0,0,6,0.00,0.00,6,2024
919,39,Degradi,ITA,0,0,4,0.00,0.00,4,2024
920,39,Spirito,ITA,0,0,17,0.00,0.00,17,2024
921,39,Fersino,ITA,0,0,26,0.00,0.00,26,2024
922,39,Bosetti,ITA,0,0,29,0.00,0.00,29,2024
923,39,Nwakalor L.,ITA,0,0,0,,,0,2024
924,39,Danesi,ITA,0,0,7,0.00,0.00,7,2024
925,39,Bonifacio,ITA,0,0,2,0.00,0.00,2,2024
926,39,Nervini,ITA,0,0,2,0.00,0.00,2,2024
927,39,Omoruyi,ITA,0,0,1,0.00,0.00,1,2024
928,39,Mingardi,ITA,0,0,0,,,0,2024
929,39,Antropova,ITA,0,0,6,0.00,0.00,6,2024
930,39,Akrari,ITA,0,0,3,0.00,0.00,3,2024
931,39,Alagierska,POL,0,0,6,0.00,0.00,6,2024
932,39,Korneluk,POL,0,0,7,0.00,0.00,7,2024
933,39,Witkowska,POL,0,0,0,,,0,2024
934,39,Gałkowska,POL,0,0,1,0.00,0.00,1,2024
935,39,Stysiak,POL,0,1,16,0.00,0.00,17,2024
936,39,Łukasik,POL,0,0,21,0.00,0.00,21,2024
937,39,Szczygłowska,POL,0,0,89,0.00,0.00,89,2024
938,39,Łysiak,POL,0,0,1,0.00,0.00,1,2024
939,39,Damaske,POL,0,0,0,,,0,2024
940,39,Pacak,POL,0,0,2,0.00,0.00,2,2024
941,39,Piasecka,POL,0,0,2,0.00,0.00,2,2024
942,39,Mędrzyk,POL,0,0,14,0.00,0.00,14,2024
943,39,Yuan X.Y.,CHN,0,0,19,0.00,0.00,19,2024
944,39,Gao Y.,CHN,0,0,0,,,0,2024
945,39,Gong X.Y.,CHN,0,1,41,0.00,0.00,42,2024
946,39,Wang Y.Y.,CHN,0,0,23,0.00,0.00,23,2024
947,39,Xu X.T.,CHN,0,0,0,,,0,2024
948,39,Zhang C.N.,CHN,0,0,0,,,0,2024
949,39,Wang Y.L.,CHN,0,0,5,0.00,0.00,5,2024
950,39,Li Y.Y.,CHN,0,2,26,0.00,0.00,28,2024
951,39,Zheng Y.X.,CHN,0,0,0,,,0,2024
952,39,Ni F.F.,CHN,0,0,1,0.00,0.00,1,2024
953,39,Wang M.J.,CHN,0,2,72,0.00,0.00,74,2024
954,39,Wu M.J.,CHN,0,0,9,0.00,0.00,9,2024
955,39,Dahye,KOR,0,0,95,0.00,0.00,95,2024
956,39,Chaewon,KOR,0,0,3,0.00,0.00,3,2024
957,39,Juah,KOR,0,0,11,0.00,0.00,11,2024
958,39,Sohwi,KOR,0,1,30,0.00,0.00,31,2024
959,39,Jeongmin,KOR,0,0,0,,,0,2024
960,39,Dahyeon,KOR,0,0,18,0.00,0.00,18,2024
961,39,Jeongah,KOR,0,0,28,0.00,0.00,28,2024
962,39,Jiyun J.,KOR,0,0,16,0.00,0.00,16,2024
963,39,Hoyoung,KOR,0,0,3,0.00,0.00,3,2024
964,39,Seungju,KOR,0,0,3,0.00,0.00,3,2024
965,39,Jiyun M.,KOR,0,0,6,0.00,0.00,6,2024
966,39,Diana,BRA,0,0,6,0.00,0.00,6,2024
967,39,Pri Daroit,BRA,0,0,1,0.00,0.00,1,2024
968,39,Rosamaria,BRA,0,1,7,0.00,0.00,8,2024
969,39,Julia Kudiess,BRA,0,0,2,0.00,0.00,2,2024
970,39,Gabi,BRA,0,1,19,0.00,0.00,20,2024
971,39,Ana Cristina,BRA,0,1,8,0.00,0.00,9,2024
972,39,Natinha,BRA,0,0,11,0.00,0.00,11,2024
973,39,Carol,BRA,0,0,14,0.00,0.00,14,2024
974,39,Kisy,BRA,0,0,2,0.00,0.00,2,2024
975,39,Bergmann,BRA,0,0,2,0.00,0.00,2,2024
976,39,Luzia,BRA,0,0,0,,,0,2024
977,39,Van Ryk,CAN,0,0,39,0.00,0.00,39,2024
978,39,Savard,CAN,0,1,1,0.00,0.00,2,2024
979,39,Murmann,CAN,0,1,46,0.00,0.00,47,2024
980,39,White,CAN,0,0,17,0.00,0.00,17,2024
981,39,Van Buskirk,CAN,0,0,1,0.00,0.00,1,2024
982,39,Ogoms,CAN,0,0,3,0.00,0.00,3,2024
983,39,Gray,CAN,0,1,26,0.00,0.00,27,2024
984,39,Mitrovic,CAN,0,0,15,0.00,0.00,15,2024
985,39,Johnson,CAN,0,1,8,0.00,0.00,9,2024
986,39,Joseph,CAN,0,0,0,,,0,2024
987,39,Jost,CAN,0,0,41,0.00,0.00,41,2024
988,39,Maglio,CAN,0,1,24,0.00,0.00,25,2024
989,39,Giardino,FRA,0,1,68,0.00,0.00,69,2024
990,39,Ndiaye,FRA,0,0,3,0.00,0.00,3,2024
991,39,Bernard,FRA,0,0,1,0.00,0.00,1,2024
992,39,Fanguedou,FRA,0,0,0,,,0,2024
993,39,Gicquel,FRA,0,1,13,0.00,0.00,14,2024
994,39,Sylves,FRA,0,0,7,0.00,0.00,7,2024
995,39,Elouga,FRA,0,0,2,0.00,0.00,2,2024
996,39,Olinga Andela,FRA,0,3,9,0.00,0.00,12,2024
997,39,Schalk,FRA,0,0,15,0.00,0.00,15,2024
998,39,Diouf,FRA,0,0,0,,,0,2024
999,39,Rotar,FRA,0,1,11,0.00,0.00,12,2024
1000,39,Bah,FRA,0,0,4,0.00,0.00,4,2024
1001,39,Cesar,GER,0,1,0,0.00,0.00,1,2024
1002,39,Pogany,GER,0,0,103,0.00,0.00,103,2024
1003,39,Stautz,GER,0,0,0,,,0,2024
1004,39,Drewniok,GER,0,0,3,0.00,0.00,3,2024
1005,39,Alsmeier,GER,0,1,20,0.00,0.00,21,2024
1006,39,Schölzel,GER,0,1,1,0.00,0.00,2,2024
1007,39,Jatzko,GER,0,0,1,0.00,0.00,1,2024
1008,39,Cekulaev,GER,0,0,9,0.00,0.00,9,2024
1009,39,Kindermann,GER,0,1,7,0.00,0.00,8,2024
1010,39,Weitzel,GER,0,2,15,0.00,0.00,17,2024
1011,39,Strubbe,GER,0,0,3,0.00,0.00,3,2024
1012,39,Hayashi,JPN,0,0,38,0.00,0.00,38,2024
1013,39,Koga,JPN,0,1,30,0.00,0.00,31,2024
1014,39,Ishikawa,JPN,0,0,25,0.00,0.00,25,2024
1015,39,Watanabe,JPN,0,0,6,0.00,0.00,6,2024
1016,39,Kojima,JPN,0,0,56,0.00,0.00,56,2024
1017,39,Inoue,JPN,0,0,9,0.00,0.00,9,2024
1018,39,Fukudome,JPN,0,0,36,0.00,0.00,36,2024
1019,39,Airi,JPN,0,2,8,0.00,0.00,10,2024
1020,39,Kurogo,JPN,0,0,5,0.00,0.00,5,2024
1021,39,Araki,JPN,0,0,10,0.00,0.00,10,2024
1022,39,Wada,JPN,0,0,0,,,0,2024
1023,39,Örge,TUR,0,0,67,0.00,0.00,67,2024
1024,39,Aköz,TUR,0,1,33,0.00,0.00,34,2024
1025,39,Vargas,TUR,0,0,11,0.00,0.00,11,2024
1026,39,Aykaç,TUR,0,0,4,0.00,0.00,4,2024
1027,39,Baladın,TUR,0,0,7,0.00,0.00,7,2024
1028,39,İvegin,TUR,0,0,14,0.00,0.00,14,2024
1029,39,Cebecioğlu,TUR,0,1,8,0.00,0.00,9,2024
1030,39,Güneş,TUR,0,0,3,0.00,0.00,3,2024
1031,39,Kalaç,TUR,0,0,11,0.00,0.00,11,2024
1032,39,Arıcı,TUR,0,0,6,0.00,0.00,6,2024
1033,39,Aydın,TUR,0,0,2,0.00,0.00,2,2024
1034,39,Karakurt,TUR,0,0,9,0.00,0.00,9,2024
1035,39,A. Skinner,USA,0,0,8,0.00,0.00,8,2024
1036,39,Wong-Orantes,USA,0,0,54,0.00,0.00,54,2024
1037,39,Frantti,USA,0,0,10,0.00,0.00,10,2024
1038,39,Butler,USA,0,0,2,0.00,0.00,2,2024
1039,39,M. Skinner,USA,0,0,2,0.00,0.00,2,2024
1040,39,Larson,USA,0,0,30,0.00,0.00,30,2024
1041,39,Parsons,USA,0,0,5,0.00,0.00,5,2024
1042,39,Hall,USA,0,1,5,0.00,0.00,6,2024
1043,39,Fleck,USA,0,0,8,0.00,0.00,8,2024
1044,39,Cuttino,USA,0,0,5,0.00,0.00,5,2024
1045,39,Ogbogu,USA,0,0,8,0.00,0.00,8,2024
1046,39,Haneline,USA,0,0,0,,,0,2024
1047,39,S. Wipawee,THA,0,1,25,0.00,0.00,26,2024
1048,39,P. Piyanut,THA,0,1,87,0.00,0.00,88,2024
1049,39,N. Thatdao,THA,0,2,15,0.00,0.00,17,2024
1050,39,J. Sasipapron,THA,0,0,3,0.00,0.00,3,2024
1051,39,B. Hattaya,THA,0,0,5,0.00,0.00,5,2024
1052,39,M. Chatchu-On,THA,0,2,31,0.00,0.00,33,2024
1053,39,P. Supattra,THA,0,0,21,0.00,0.00,21,2024
1054,39,S. Thanacha,THA,0,0,7,0.00,0.00,7,2024
1055,39,T. Wimonrat,THA,0,0,1,0.00,0.00,1,2024
1056,39,B. Jarasporn,THA,0,0,0,,,0,2024
1057,39,Osmajic,SRB,0,1,6,0.00,0.00,7,2024
1058,39,Kurtagić,SRB,0,0,16,0.00,0.00,16,2024
1059,39,Pušić,SRB,0,0,36,0.00,0.00,36,2024
1060,39,Bjelica,SRB,0,0,17,0.00,0.00,17,2024
1061,39,Jegdić,SRB,0,0,18,0.00,0.00,18,2024
1062,39,Popović S.,SRB,0,1,36,0.00,0.00,37,2024
1063,39,Milenković,SRB,0,1,26,0.00,0.00,27,2024
1064,39,Malešević,SRB,0,1,3,0.00,0.00,4,2024
1065,39,Lozo,SRB,0,0,11,0.00,0.00,11,2024
1066,39,Kirov,SRB,0,0,0,,,0,2024
1067,39,Bukilić,SRB,0,2,7,0.00,0.00,9,2024
1068,39,Ivanović,SRB,0,0,5,0.00,0.00,5,2024
1069,39,Arias,DOM,0,0,3,0.00,0.00,3,2024
1070,39,Eve,DOM,0,0,11,0.00,0.00,11,2024
1071,39,Peralta,DOM,0,0,7,0.00,0.00,7,2024
1072,39,Tapia,DOM,0,1,2,0.00,0.00,3,2024
1073,39,Gonzalez,DOM,0,0,9,0.00,0.00,9,2024
1074,39,Guillen,DOM,0,0,6,0.00,0.00,6,2024
1075,39,Peña Isabel,DOM,0,2,18,0.00,0.00,20,2024
1076,39,Martinez,DOM,0,0,17,0.00,0.00,17,2024
1077,39,Gaila,DOM,0,0,14,0.00,0.00,14,2024
1078,39,Larysmer,DOM,0,0,60,0.00,0.00,60,2024
1079,39,Tainara,BRA,0,0,2,0.00,0.00,2,2024
1080,39,Helena,BRA,0,0,0,,,0,2024
1081,39,Daalderop,NED,0,0,0,,,0,2024
1082,39,Lazović,SRB,0,0,14,0.00,0.00,14,2024
1083,39,N. Jidapa,THA,0,0,11,0.00,0.00,11,2024
1084,39,K. Ajcharaporn,THA,0,0,4,0.00,0.00,4,2024
1085,39,K. Kuttika,THA,0,0,1,0.00,0.00,1,2024
1086,39,B. Tichakorn,THA,0,0,0,,,0,2024
1087,39,Thaisa,BRA,0,0,7,0.00,0.00,7,2024
1088,39,Fedusio,POL,0,0,2,0.00,0.00,2,2024
1089,39,Czyrniańska,POL,0,0,0,,,0,2024
1090,39,Smarzek,POL,0,0,4,0.00,0.00,4,2024
1091,39,Centka,POL,0,0,1,0.00,0.00,1,2024
1092,39,Jurczyk,POL,0,0,8,0.00,0.00,8,2024
1093,39,Mijatović,SRB,0,0,1,0.00,0.00,1,2024
1094,39,Hentz,USA,0,0,10,0.00,0.00,10,2024
1095,39,Thompson,USA,0,0,8,0.00,0.00,8,2024
1096,39,Washington,USA,0,1,7,0.00,0.00,8,2024
1097,39,Rettke,USA,0,1,5,0.00,0.00,6,2024
1098,39,O'Neal,USA,0,0,4,0.00,0.00,4,2024
1099,39,Plummer,USA,0,0,8,0.00,0.00,8,2024
1100,39,Lanier,USA,0,0,2,0.00,0.00,2,2024
1101,39,Lubian,ITA,0,0,1,0.00,0.00,1,2024
1102,39,De Gennaro,ITA,0,0,45,0.00,0.00,45,2024
1103,39,Sylla,ITA,0,0,10,0.00,0.00,10,2024
1104,39,Egonu,ITA,0,0,7,0.00,0.00,7,2024
1105,39,Fahr,ITA,0,0,1,0.00,0.00,1,2024
1106,39,Cazaute,FRA,0,0,9,0.00,0.00,9,2024
1107,39,Bauer,FRA,0,0,2,0.00,0.00,2,2024
1108,39,Haewegene,FRA,0,0,4,0.00,0.00,4,2024
1109,39,Gelin,FRA,0,1,42,0.00,0.00,43,2024
1110,39,H. Jasper,NED,0,0,2,0.00,0.00,2,2024
1111,39,Zhu T.,CHN,0,0,5,0.00,0.00,5,2024
1112,39,Racheva,BUL,0,0,0,,,0,2024
1113,39,Nikolova M.,BUL,0,0,10,0.00,0.00,10,2024
1114,39,Weske,GER,0,1,0,0.00,0.00,1,2024
1115,39,Grozer,GER,0,0,0,,,0,2024
1116,39,Erdem,TUR,0,0,10,0.00,0.00,10,2024
1117,39,Drews,USA,0,0,0,,,0,2024
1118,39,Cook,USA,0,0,3,0.00,0.00,3,2024
1119,39,Giovannini,ITA,0,0,0,,,0,2024
1120,39,Kohn,GER,0,0,4,0.00,0.00,4,2024
1121,39,Zhuang Y.S.,CHN,0,0,0,,,0,2024
1122,39,Vidačić,SRB,0,0,0,,,0,2024
1123,39,Medved,SRB,0,0,14,0.00,0.00,14,2024
1124,39,Šućurović,SRB,0,0,0,,,0,2024
1125,39,Gocanin,SRB,0,0,0,,,0,2024
1126,39,Cvetkovic,SRB,0,0,0,,,0,2024
1127,39,Tica,SRB,0,0,1,0.00,0.00,1,2024
1128,39,ČIKUC-DEANS Nat.,SRB,0,0,0,,,0,2024
1129,39,Suyeon,KOR,0,0,0,,,0,2024
